"ID de la respuesta","Fecha en que se envió","Ultima pagina","Idioma de Inicio","Semilla","Fecha en que inició","Fecha de la ultima accion","Dirección IP","¿ Como se llama la economía(s) alternativas a las que perteneces ?","¿ Que tanto conocimiento tienes de las teorías económicas ?","¿ La comunidad de tu economia altermativa hace ferias o reuniones ?","Que tantas personas asisten a este tipo de eventos","¿ Tu economía genera mercados o mercadillos locales con el fin de generar comercio de los productos ?","¿ con que frecuencia asistes a evento de la comunidad que giren en torno a la economía alternativa? ","Que tanta gente tímida o introvertida asiste con regularidad a los eventos","¿ La comunidad es auto regulada o posee una jerarquía ?","En que tipo de espacios se han realizado los eventos [Al aire libre]","En que tipo de espacios se han realizado los eventos [En espacio publico]","En que tipo de espacios se han realizado los eventos [En una Casa]","En que tipo de espacios se han realizado los eventos [En cafeterías]","En que tipo de espacios se han realizado los eventos [En granjas]","En que tipo de espacios se han realizado los eventos [En fincas]","Que tipo de actividades se realizan en los eventos [Aprendizaje sobre economia]","Que tipo de actividades se realizan en los eventos [Aprendizaje sobre temas diferentes a economia]","Que tipo de actividades se realizan en los eventos [Charlas]","Que tipo de actividades se realizan en los eventos [Danza]","Que tipo de actividades se realizan en los eventos [Teatro]","Que tipo de actividades se realizan en los eventos [Películas]","Que tipo de actividades se realizan en los eventos [Conocer gente nueva]","Que tipo de actividades se realizan en los eventos [Hablar con amigos]","Que tipo de actividades se realizan en los eventos [Musica]","Que tipo de actividades se realizan en los eventos [Arte]","¿ Tienen su propia moneda ?","¿ Es una criptomoneda ?","Si tiene su propia moneda ¿ Como se intercambia ? [Dinero Papel]","Si tiene su propia moneda ¿ Como se intercambia ? [Dinero Metalico]","Si tiene su propia moneda ¿ Como se intercambia ? [Dinero Digital (via App)]","Si tiene su propia moneda ¿ Como se intercambia ? [Criptomoneda (Via App)]","Si tiene su propia moneda ¿ Como se intercambia ? [Llevan las cuentas en un libro general administrado por un grupo de personas ya sea digital o fisico (Nodo)]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Comida]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Comida][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Ropa]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Ropa][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Servicios]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Servicios][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Tecnología]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Tecnología][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Herramientas]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Herramientas][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Vehículos]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Vehículos][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Medicina]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Medicina][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Medicina Alternativa]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Medicina Alternativa][Comentario]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Ciencias Alternativas]","¿ Que productos y bienes intercambias mas seguido usando la red de la economía alternativa ?  Puedes compartir con nosotros el nombre del producto o servicio si gustas usando la caja de texto  [Ciencias Alternativas][Comentario]","Si tienen su propia moneda, ¿ esta tiene alguna equivalencia en el mercado para su cambio por moneda de curso legal ? (Pesos, Euros, Dolares)","Si tienen su propia moneda, ¿ esta tiene alguna equivalencia en el mercado para su cambio por moneda de curso legal ? (Pesos, Euros, Dolares) [Comentario]","Eje social  Conservador hace referencia a seguir constumbres de nuestros antepasados. Mientras el progresismo se basa en utilizar la ciencia y la filosofia para definir las normas sociales  Me concidero... ","Eje economico  Un mercado totalmente invervenido hace referencia a que los precios deben ser regulados por alguna entidad, mientras que Libre mercado significa que cualquiera pone el precio que concidere correcto.  Prefiero... ","Eje Politico  Autoritarismo se refiere una entidad central regula todo y Acracia se refiere a la inexistencia de cualquier forma de autoridad ","Tiempo total","Tiempo del grupo: Conociendo la moneda","tiempo de preguntas: G00Q01","tiempo de preguntas: G00Q02","tiempo de preguntas: G00Q10","tiempo de preguntas: G00Q08","tiempo de preguntas: G00Q03","tiempo de preguntas: G00Q04","tiempo de preguntas: G00Q06","tiempo de preguntas: G00Q05","tiempo de preguntas: G00Q07","tiempo de preguntas: G00Q09","Tiempo del grupo: Sobre como se integra la economía contigo","tiempo de preguntas: G02Q11","tiempo de preguntas: G02Q12","tiempo de preguntas: G01Q13","tiempo de preguntas: G02Q14","tiempo de preguntas: G02Q15","Tiempo del grupo: Espectro Político","tiempo de preguntas: G03Q16","tiempo de preguntas: G03Q17","tiempo de preguntas: G03Q18"
"19","","0","es-CO","1704085608","2022-10-10 15:53:30","2022-10-10 15:53:30","83.57.165.177","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"20","2022-10-10 15:59:24","3","es-CO","218369812","2022-10-10 15:53:46","2022-10-10 15:59:24","2606:54c0:2380:88::31:b7","Moneda libre G1","8","Sí","Entre 20 - 50","Sí","8","6","8","Generalmente","Nunca","Nunca","Nunca","Nunca","Generalmente","Generalmente","Pocas veces","Algunas veces","Pocas veces","Nunca","Pocas veces","Algunas veces","Generalmente","Pocas veces","Generalmente","Sí","No","No","No","Sí","No","No","Sí","Preferentemente ","Sí","Muy frecuentemente ","No","","No","","No","","No","","No","","No","","No","","No","","Algo Progresista","Libre mercado total","Acracia total","339.82","189.82","","","","","","","","","","","102.13","","","","","","47.87","","",""
"21","2022-10-10 17:01:32","3","es-CO","777654061","2022-10-10 16:55:21","2022-10-10 17:01:32","109.190.42.132","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","No","","No","","No","","No","","No","","No","","No","","No","","No","","","","","","","372.22","126.83","","","","","","","","","","","64.22","","","","","","181.17","","",""
"22","","0","es-CO","592385754","2022-10-10 18:04:52","2022-10-10 18:04:52","31.221.190.89","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"23","","0","es-CO","37625063","2022-10-11 19:51:57","2022-10-11 19:51:57","83.57.27.67","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"24","","0","es-CO","1762736261","2022-10-12 05:09:28","2022-10-12 05:09:41","91.126.24.181","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","13.59","13.59","","","","","","","","","","","","","","","","","","","",""
"25","2022-10-12 05:43:15","3","es-CO","1207000661","2022-10-12 05:37:43","2022-10-12 05:43:15","139.47.40.222","Moneda Libre Ğ1","0","Sí","Entre 50 - 100","Sí","7","9","10","Generalmente","Pocas veces","Algunas veces","Pocas veces","Algunas veces","Generalmente","Generalmente","Generalmente","Generalmente","Algunas veces","Pocas veces","Algunas veces","Siempre","Siempre","Generalmente","Generalmente","Sí","Sí","No","No","No","Sí","No","Sí","","Sí","","Sí","","No","","No","","No","","No","","Sí","","Sí","","No","","En medio","Libre mercado total","Acracia total","333.33","185.77","","","","","","","","","","","78.48","","","","","","69.08","","",""
"26","","1","es-CO","1367880311","2022-10-12 14:12:32","2022-10-12 14:15:56","181.117.228.88","Moneda Libre G1","3","Sí","Entre 10 - 20","Sí","9","5","5","Generalmente","Nunca","Pocas veces","Nunca","Nunca","Nunca","Nunca","Nunca","Generalmente","Nunca","Nunca","Nunca","Generalmente","Generalmente","Algunas veces","Algunas veces","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","204.56","204.56","","","","","","","","","","","","","","","","","","","",""
"27","2022-10-12 16:10:17","3","es-CO","521135025","2022-10-12 16:03:35","2022-10-12 16:10:17","176.156.59.136","Moneda Libre G1","5","Sí","Entre 50 - 100","","6","6","9","Pocas veces","Algunas veces","Pocas veces","Algunas veces","Generalmente","Generalmente","Siempre","Algunas veces","Siempre","Generalmente","Algunas veces","Algunas veces","Siempre","Siempre","Siempre","Generalmente","Sí","Sí","No","No","No","Sí","No","Sí","","Sí","","Sí","","Sí","","No","","No","","No","","Sí","","Sí","","No","","En medio","Libre mercado regulado","Acracia ligera","403.17","220.39","","","","","","","","","","","100.48","","","","","","82.3","","",""
"28","2022-10-12 23:11:06","3","es-CO","1895137229","2022-10-12 23:05:00","2022-10-12 23:11:06","139.47.89.156","G1","6","Sí","Entre 100 - 200","Sí","10","3","8","Generalmente","Generalmente","Siempre","Pocas veces","Algunas veces","Algunas veces","Siempre","Algunas veces","Siempre","Pocas veces","Algunas veces","Algunas veces","Siempre","Siempre","Algunas veces","Algunas veces","Sí","Sí","No","No","No","Sí","No","Sí","Conservas ","Sí","Usada","No","","No","","No","","Sí","Viajes","No","","No","","No","","No","No admite cambio ","Progresista","Libre mercado total","Acracia total","367.12","178.52","","","","","","","","","","","115.45","","","","","","73.15","","",""
"29","2022-10-17 17:15:20","3","es-CO","1420468057","2022-10-17 17:11:11","2022-10-17 17:15:20","2806:2f0:91e1:9a48:d41a:ca56:6ce2:ba51","Moneda Libre","5","Sí","Menos de 10","Sí","5","5","8","Siempre","Siempre","Nunca","Nunca","Nunca","Nunca","Algunas veces","Algunas veces","Algunas veces","Pocas veces","Pocas veces","Pocas veces","Pocas veces","Pocas veces","Algunas veces","Pocas veces","Sí","Sí","No","No","No","Sí","No","No","","No","","Sí","Soporte Informático","Sí","Dominios Web","No","","No","","No","","No","","No","","No","","Algo Progresista","Libre mercado total","Acracia ligera","249.82","134.73","","","","","","","","","","","76.24","","","","","","38.85","","",""
"30","2022-10-17 17:24:30","3","es-CO","1569374469","2022-10-17 17:18:56","2022-10-17 17:24:30","85.87.136.234","G1","8","","","","","","8","","","","","","","","","","","","","","","","","Sí","Sí","Sí","Sí","Sí","Sí","No","Sí","paella","Sí","camisa","Sí","podologo","Sí","reparacion","Sí","batidora","No","","No","","Sí","hierbas","Sí","reflexología, naturipatia","No","En el caso de la Ecosinuestra utilizamos el tiempo socializado y la energía como principal medida de valor","En medio","Mercado regulado","Acracia ligera","253.3","51.9","","","","","","","","","","","145.99","","","","","","55.41","","",""
"31","2022-10-17 17:32:13","3","es-CO","1978238890","2022-10-17 17:28:56","2022-10-17 17:32:12","139.47.40.222","moneda libre","0","Sí","Entre 20 - 50","Sí","6","6","10","Generalmente","Pocas veces","Algunas veces","Algunas veces","Algunas veces","Algunas veces","Generalmente","Algunas veces","Generalmente","Algunas veces","Nunca","Algunas veces","Siempre","Generalmente","Generalmente","Algunas veces","Sí","Sí","No","No","No","Sí","No","Sí","","Sí","","Sí","","Sí","","No","","No","","Sí","","Sí","","No","","No","","En medio","Libre mercado total","Acracia total","196.31","110.96","","","","","","","","","","","53.35","","","","","","32","","",""
"32","2022-10-17 17:41:16","3","es-CO","1744904475","2022-10-17 17:36:35","2022-10-17 17:41:16","185.209.120.77","G1","9","Sí","Entre 50 - 100","Sí","8","5","9","Generalmente","Pocas veces","Algunas veces","Nunca","Nunca","Nunca","Algunas veces","Algunas veces","Algunas veces","Algunas veces","Pocas veces","Pocas veces","Generalmente","Generalmente","Algunas veces","Pocas veces","Sí","Sí","Sí","No","No","Sí","Sí","Sí","Todo tipo de comida vegana","Sí","","Sí","","Sí","Pantalla-Ordenadores-Minadora de btc","Sí","","No","","No","","Sí","Unguentos, Cremas, etc.","No","","No","Cada zona de la juna G1 tiene una referencia: ej. 10 junas es un café mas o menos... o 1 juna un pan, pero no tiene ninguna liquidez con un criptomercado en bitcoins o dólares con lo cual la gente no hace una conversión junas->moneda fiat como el resto de criptomonedas.","Progresista","Libre mercado regulado","Acracia total","281.35","102.38","","","","","","","","","","","152.47","","","","","","26.5","","",""
"33","","0","es-CO","2110071153","2022-10-17 17:40:15","2022-10-17 17:40:15","83.34.68.18","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"34","","0","es-CO","2101710518","2022-10-17 17:42:55","2022-10-17 17:42:55","47.60.46.38","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","N/A","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"35","2022-10-17 18:14:16","3","es-CO","628914953","2022-10-17 18:09:35","2022-10-17 18:14:16","47.60.46.38","Ayuntamiento de Burgos gerencia municipal de servicios sociales juventud e igualdad de oportunidades ","5","Sí","Entre 50 - 100","Sí","1","2","7","Pocas veces","Pocas veces","Nunca","Nunca","Nunca","Nunca","Siempre","Pocas veces","Siempre","Siempre","Siempre","Generalmente","Siempre","Siempre","Generalmente","Generalmente","No","","N/A","N/A","N/A","N/A","N/A","No","","No","","No","","No","","No","","No","","No","","No","","No","","","","Conservador","Libre mercado total","Acracia ligera","282.87","170.84","","","","","","","","","","","43.11","","","","","","68.92","","",""
